	Sample	GMHI_good	GMHI_bad	Frac_of_core_functions_among_all	Frac_of_core_functions_found	Species_found_together	Contributions_per_species
1265	M0x10MCx1560	2	2	0.6275862068965518	0.5384615384615384	0.4146341463414634	30.1875
1266	M0x10MCx1563	1	3	0.5240384615384616	0.6449704142011834	0.36585365853658536	35.82051282051282
1267	M0x10MCx1585	1	1	0.6111111111111112	0.5207100591715976	0.4634146341463415	40.77272727272727
1268	M0x10MCx1587	1	1	0.45374449339207046	0.6094674556213018	0.5609756097560976	27.833333333333332
1269	M0x10MCx1604	2	5	0.4342629482071713	0.6449704142011834	0.1951219512195122	53.03846153846154
1270	M0x10MCx1624	2	1	0.5714285714285714	0.5680473372781065	0.36585365853658536	32.303030303030305
1271	M0x10MCx1625	0	5	0.5647058823529412	0.5680473372781065	0.4146341463414634	34.77142857142857
1272	M0x10MCx1643	0	7	0.588957055214724	0.5680473372781065	0.36585365853658536	28.3
1273	M0x10MCx1656	1	3	0.5773809523809523	0.5739644970414202	0.5121951219512195	38.607142857142854
1274	M0x10MCx1659	2	5	0.4592274678111588	0.6331360946745562	0.0	36.04545454545455
1275	M0x10MCx1668	0	4	0.6103896103896104	0.5562130177514792	0.5609756097560976	36.21875
1276	M0x10MCx1680	3	1	0.5771428571428572	0.5976331360946746	0.5609756097560976	34.65625
1277	M0x10MCx1702	2	2	0.5974025974025974	0.5443786982248521	0.3170731707317073	34.111111111111114
1278	M0x10MCx1745	2	2	0.6040268456375839	0.5325443786982249	0.4146341463414634	32.75
1279	M0x10MCx1778	1	6	0.5093457943925234	0.6449704142011834	0.5609756097560976	29.704918032786885
1280	M0x10MCx1800	3	5	0.5024390243902439	0.6094674556213018	0.5609756097560976	22.7027027027027
1281	M0x10MCx1805	3	2	0.553763440860215	0.6094674556213018	0.14634146341463414	40.78947368421053
1282	M0x10MCx1808	1	6	0.5808823529411765	0.46745562130177515	0.5121951219512195	41.714285714285715
1283	M0x10MCx1814	2	0	0.5813953488372093	0.591715976331361	0.5121951219512195	30.92105263157895
1284	M0x10MCx1844	0	6	0.47317073170731705	0.5739644970414202	0.5121951219512195	41.206896551724135
1285	M0x10MCx1847	2	10	0.5604395604395604	0.6035502958579881	0.36585365853658536	24.82857142857143
1286	M0x10MCx1864	1	5	0.5240641711229946	0.5798816568047337	0.34146341463414637	37.0
1287	M0x10MCx1865	2	1	0.6166666666666667	0.4378698224852071	0.4634146341463415	35.705882352941174
1288	M0x10MCx1877	2	2	0.5789473684210527	0.5207100591715976	0.4634146341463415	23.696969696969695
1289	M0x10MCx1888	0	4	0.6312056737588653	0.5266272189349113	0.4146341463414634	31.68421052631579
1290	M0x10MCx1906	2	3	0.6956521739130435	0.28402366863905326	0.5609756097560976	29.75
1291	M0x10MCx1918	0	7	0.6089743589743589	0.5621301775147929	0.36585365853658536	36.3
1292	M0x10MCx1931	1	6	0.5536723163841808	0.5798816568047337	0.2682926829268293	38.76
1293	M0x10MCx1946	0	1	0.4268774703557312	0.6390532544378699	0.4634146341463415	37.833333333333336
1294	M0x10MCx1960	1	4	0.40562248995983935	0.5976331360946746	0.4146341463414634	48.611111111111114
1295	M0x10MCx2014	0	10	0.4342629482071713	0.6449704142011834	0.21951219512195122	45.611111111111114
1296	M0x10MCx2026	1	1	0.6454545454545455	0.42011834319526625	0.36585365853658536	20.157894736842106
1297	M0x10MCx2028	1	5	0.45021645021645024	0.6153846153846154	0.4634146341463415	34.97435897435897
1298	M0x10MCx2032	0	6	0.5128205128205128	0.591715976331361	0.0975609756097561	30.82608695652174
1299	M0x10MCx2046	1	1	0.5320197044334976	0.6390532544378699	0.34146341463414637	30.82051282051282
1300	M0x10MCx2066	0	15	0.416988416988417	0.6390532544378699	0.36585365853658536	30.27027027027027
1301	M0x10MCx2095	1	2	0.6462585034013606	0.5621301775147929	0.5609756097560976	30.21212121212121
1302	M0x10MCx2097	1	1	0.6695652173913044	0.4556213017751479	0.5609756097560976	33.625
1303	M0x10MCx2098	1	0	0.625	0.47337278106508873	0.4146341463414634	31.923076923076923
1304	M0x10MCx2142	1	2	0.6023391812865497	0.6094674556213018	0.4146341463414634	35.39393939393939
1305	M0x10MCx2152	2	4	0.5532994923857868	0.6449704142011834	0.36585365853658536	38.0
1306	M0x10MCx2169	1	4	0.41044776119402987	0.650887573964497	0.4634146341463415	42.5
1307	M0x10MCx2177	1	1	0.4883720930232558	0.621301775147929	0.4634146341463415	39.935483870967744
1308	M0x10MCx2246	2	2	0.5714285714285714	0.591715976331361	0.3170731707317073	41.93181818181818
1309	M0x10MCx2268	0	5	0.6231884057971014	0.5088757396449705	0.2682926829268293	36.125
1310	M0x10MCx2277	0	2	0.6410256410256411	0.4437869822485207	0.5609756097560976	30.176470588235293
1311	M0x10MCx2301	1	5	0.6176470588235294	0.4970414201183432	0.5609756097560976	27.75
1312	M0x10MCx2315	0	8	0.4811320754716981	0.6035502958579881	0.21951219512195122	46.23529411764706
1313	M0x10MCx2332	1	6	0.43373493975903615	0.6390532544378699	0.0975609756097561	47.36363636363637
1314	M0x10MCx2341	0	10	0.4425531914893617	0.6153846153846154	0.36585365853658536	36.5
1315	M0x10MCx2411	1	0	0.6111111111111112	0.5857988165680473	0.2682926829268293	36.48275862068966
1316	M0x10MCx2417	1	0	0.4517543859649123	0.6094674556213018	0.36585365853658536	38.526315789473685
1317	M0x10MCx2435	0	1	0.5536723163841808	0.5798816568047337	0.5121951219512195	49.035714285714285
1318	M0x10MCx2441	1	5	0.5974842767295597	0.5621301775147929	0.4634146341463415	30.225806451612904
1319	M0x10MCx2470	0	5	0.6241610738255033	0.5502958579881657	0.5609756097560976	33.02857142857143
1320	M0x10MCx2472	0	6	0.6133333333333333	0.5443786982248521	0.4146341463414634	35.125
1321	M0x10MCx2474	1	2	0.5796178343949044	0.5384615384615384	0.4634146341463415	28.91891891891892
1322	M0x10MCx2476	0	2	0.5786516853932584	0.6094674556213018	0.4634146341463415	35.13513513513514
1323	M0x10MCx2490	0	3	0.41796875	0.6331360946745562	0.4634146341463415	49.74193548387097
1324	M0x10MCx2540	0	2	0.3977272727272727	0.621301775147929	0.6341463414634146	36.5
1325	M0x10MCx2564	1	4	0.56353591160221	0.6035502958579881	0.6341463414634146	35.270270270270274
1326	M0x10MCx2566	1	1	0.5864197530864198	0.5621301775147929	0.5609756097560976	37.78947368421053
1327	M0x10MCx2577	1	8	0.6296296296296297	0.5029585798816568	0.4634146341463415	26.125
1328	M0x10MCx2580	1	8	0.5023923444976076	0.621301775147929	0.5609756097560976	30.583333333333332
1329	M0x10MCx2583	0	4	0.4482758620689655	0.6153846153846154	0.4146341463414634	47.407407407407405
1330	M0x10MCx2585	0	1	0.5434782608695652	0.591715976331361	0.3170731707317073	38.55172413793103
1331	M0x10MCx2599	1	6	0.4497991967871486	0.6627218934911243	0.21951219512195122	50.57142857142857
1332	M0x10MCx2607	2	1	0.46766169154228854	0.5562130177514792	0.2926829268292683	30.25
1333	M0x10MCx2611	0	7	0.5808383233532934	0.5739644970414202	0.3170731707317073	40.208333333333336
1334	M0x10MCx2636	1	6	0.41697416974169743	0.6686390532544378	0.3902439024390244	42.529411764705884
1335	M0x10MCx2637	1	16	0.3776223776223776	0.6390532544378699	0.14634146341463414	33.806451612903224
1336	M0x10MCx2643	1	8	0.47317073170731705	0.5739644970414202	0.4146341463414634	23.8
1337	M0x10MCx2666	1	3	0.5591397849462365	0.6153846153846154	0.21951219512195122	32.95
1338	M0x10MCx2707	2	6	0.640625	0.48520710059171596	0.4634146341463415	33.23809523809524
1339	M0x10MCx2721	1	11	0.3985239852398524	0.6390532544378699	0.5609756097560976	46.35294117647059
1340	M0x10MCx2722	1	2	0.5900621118012422	0.5621301775147929	0.4634146341463415	40.5625
1341	M0x10MCx2725	1	2	0.5608465608465608	0.6272189349112426	0.4146341463414634	38.486486486486484
1342	M0x10MCx2730	1	2	0.45614035087719296	0.6153846153846154	0.36585365853658536	30.818181818181817
1343	M0x10MCx2748	1	12	0.5130890052356021	0.5798816568047337	0.36585365853658536	33.7
1344	M0x10MCx2750	1	0	0.4652173913043478	0.6331360946745562	0.4146341463414634	30.76923076923077
1345	M0x10MCx2755	0	1	0.6018518518518519	0.38461538461538464	0.2682926829268293	25.5
1346	M0x10MCx2758	1	3	0.5859872611464968	0.5443786982248521	0.4146341463414634	38.608695652173914
1347	M0x10MCx2762	0	8	0.47368421052631576	0.5857988165680473	0.04878048780487805	38.17142857142857
1348	M0x10MCx2769	0	3	0.45147679324894513	0.6331360946745562	0.5609756097560976	37.38461538461539
1349	M0x10MCx2779	1	3	0.5325443786982249	0.5325443786982249	0.4146341463414634	26.535714285714285
1350	M0x10MCx2813	2	2	0.5746268656716418	0.4556213017751479	0.4634146341463415	15.636363636363637
1351	M0x10MCx2829	1	0	0.6372549019607843	0.38461538461538464	0.14634146341463414	29.555555555555557
1352	M0x10MCx2846	0	9	0.4823008849557522	0.6449704142011834	0.04878048780487805	43.68
1353	M0x10MCx2856	2	8	0.6038961038961039	0.5502958579881657	0.3170731707317073	42.5
1354	M0x10MCx2862	1	1	0.5822784810126582	0.5443786982248521	0.5609756097560976	34.542857142857144
1355	M0x10MCx2864	0	9	0.5568181818181818	0.5798816568047337	0.2682926829268293	38.48837209302326
1356	M0x10MCx2873	0	7	0.562874251497006	0.5562130177514792	0.17073170731707318	42.61904761904762
1357	M0x10MCx2918	0	6	0.40384615384615385	0.621301775147929	0.4146341463414634	43.275
1358	M0x10MCx2976	1	3	0.5755813953488372	0.5857988165680473	0.4146341463414634	39.45161290322581
1359	M0x10MCx3001	0	8	0.5508021390374331	0.6094674556213018	0.4634146341463415	30.03846153846154
1360	M0x10MCx3022	2	5	0.4845814977973568	0.650887573964497	0.14634146341463414	38.888888888888886
1361	M0x10MCx3024	1	2	0.6190476190476191	0.46153846153846156	0.5609756097560976	20.58823529411765
1362	M0x10MCx3074	0	3	0.4204081632653061	0.6094674556213018	0.36585365853658536	39.57142857142857
1363	M0x10MCx3105	1	3	0.44129554655870445	0.6449704142011834	0.5609756097560976	32.95238095238095
1364	M0x10MCx3156	0	7	0.6165413533834586	0.48520710059171596	0.4146341463414634	30.733333333333334
1365	M0x10MCx3173	1	0	0.6299212598425197	0.47337278106508873	0.34146341463414637	24.75
1366	M0x10MCx3197	1	5	0.4888888888888889	0.650887573964497	0.21951219512195122	44.83870967741935
1367	M0x10MCx3268	0	8	0.5	0.5266272189349113	0.5609756097560976	17.96
1368	M0x10MCx3273	0	8	0.4954128440366973	0.6390532544378699	0.24390243902439024	41.7
1369	M0x10MCx3318	1	2	0.4462809917355372	0.6390532544378699	0.4634146341463415	37.84848484848485
1370	M0x10MCx3322	1	0	0.6370967741935484	0.46745562130177515	0.5609756097560976	33.35
1371	M0x10MCx3330	1	5	0.48148148148148145	0.6153846153846154	0.3170731707317073	43.142857142857146
1372	M0x10MCx3346	1	0	0.5958904109589042	0.514792899408284	0.2926829268292683	29.363636363636363
1373	M0x10MCx3347	0	0	0.631578947368421	0.4970414201183432	0.4634146341463415	24.11111111111111
1374	M0x10MCx3354	1	0	0.6015625	0.4556213017751479	0.4634146341463415	26.529411764705884
1375	M0x10MCx3404	1	3	0.44155844155844154	0.6035502958579881	0.4146341463414634	37.111111111111114
1376	M0x10MCx3406	1	0	0.5649717514124294	0.591715976331361	0.4146341463414634	30.564102564102566
1377	M0x10MCx3407	1	0	0.6951219512195121	0.33727810650887574	0.5609756097560976	15.75
1378	M0x10MCx3420	1	1	0.68	0.40236686390532544	0.4634146341463415	21.4
1379	M0x11MCx1111	2	4	0.5276381909547738	0.621301775147929	0.4146341463414634	38.30769230769231
1380	M0x11MCx1113	1	6	0.4105691056910569	0.5976331360946746	0.04878048780487805	34.44444444444444
1381	M0x11MCx1160	0	5	0.38686131386861317	0.6272189349112426	0.3170731707317073	56.416666666666664
1382	M0x11MCx1161	1	3	0.5847953216374269	0.591715976331361	0.5609756097560976	33.611111111111114
1383	M0x11MCx1246	1	9	0.6216216216216216	0.5443786982248521	0.3170731707317073	41.53333333333333
1384	M0x11MCx1265	0	5	0.416988416988417	0.6390532544378699	0.6341463414634146	33.785714285714285
1385	M0x11MCx1274	0	7	0.6047904191616766	0.5976331360946746	0.5121951219512195	33.96969696969697
1386	M0x11MCx1329	0	1	0.5326633165829145	0.6272189349112426	0.5609756097560976	33.62068965517241
1387	M0x11MCx1383	2	6	0.5843373493975904	0.5739644970414202	0.4146341463414634	38.333333333333336
1388	M0x11MCx1428	0	6	0.39636363636363636	0.6449704142011834	0.4146341463414634	44.14705882352941
1389	M0x11MCx1448	1	8	0.45081967213114754	0.650887573964497	0.3170731707317073	43.282051282051285
1390	M0x11MCx1533	2	0	0.5581395348837209	0.5680473372781065	0.5609756097560976	27.352941176470587
1391	M0x11MCx1579	1	4	0.5828220858895705	0.5621301775147929	0.14634146341463414	43.04545454545455
1392	M0x11MCx1669	1	2	0.6016949152542372	0.42011834319526625	0.5609756097560976	21.0
1393	M0x11MCx1690	0	3	0.6477272727272727	0.33727810650887574	0.5609756097560976	16.25
1394	M0x11MCx1751	0	1	0.4472573839662447	0.6272189349112426	0.4634146341463415	49.1875
1395	M0x11MCx1758	0	5	0.38162544169611307	0.6390532544378699	0.5121951219512195	58.206896551724135
1396	M0x11MCx1826	0	3	0.4163424124513619	0.6331360946745562	0.4634146341463415	49.55882352941177
1397	M0x11MCx2047	2	3	0.610738255033557	0.5384615384615384	0.4146341463414634	25.0
1398	M0x11MCx2048	0	7	0.5689655172413793	0.5857988165680473	0.17073170731707318	34.16
1399	M0x11MCx2056	0	1	0.5961538461538461	0.5502958579881657	0.5609756097560976	33.142857142857146
1400	M0x11MCx2130	0	4	0.6204379562043796	0.5029585798816568	0.21951219512195122	40.46153846153846
1401	M0x11MCx2184	1	6	0.5621621621621622	0.6153846153846154	0.5609756097560976	34.567567567567565
1402	M0x11MCx2191	0	6	0.45	0.6390532544378699	0.2682926829268293	49.0
1403	M0x11MCx2271	1	7	0.5340314136125655	0.6035502958579881	0.3170731707317073	33.78947368421053
1404	M0x11MCx2290	1	3	0.48325358851674644	0.5976331360946746	0.4634146341463415	33.65384615384615
1405	M0x11MCx2302	0	6	0.42412451361867703	0.6449704142011834	0.36585365853658536	41.58620689655172
1406	M0x11MCx2305	1	5	0.515625	0.5857988165680473	0.2682926829268293	34.96774193548387
1407	M0x11MCx2379	1	9	0.45121951219512196	0.6568047337278107	0.4634146341463415	43.205882352941174
1408	M0x11MCx2419	0	8	0.5783132530120482	0.5680473372781065	0.1951219512195122	43.86666666666667
1409	M0x11MCx2481	1	3	0.5721925133689839	0.6331360946745562	0.4146341463414634	32.92307692307692
1410	M0x11MCx2511	1	1	0.5433526011560693	0.5562130177514792	0.4634146341463415	29.818181818181817
1411	M0x11MCx2680	1	5	0.44715447154471544	0.650887573964497	0.2926829268292683	38.94736842105263
1412	M0x11MCx2768	0	1	0.6052631578947368	0.5443786982248521	0.3902439024390244	25.322580645161292
1413	M0x11MCx2847	1	2	0.3892857142857143	0.6449704142011834	0.5121951219512195	35.74193548387097
1414	M0x11MCx2897	1	1	0.5769230769230769	0.5325443786982249	0.5121951219512195	35.486486486486484
1415	M0x11MCx2910	1	1	0.588957055214724	0.5680473372781065	0.4634146341463415	27.818181818181817
1416	M0x11MCx2914	1	1	0.5416666666666666	0.6153846153846154	0.4146341463414634	44.21875
1417	M0x11MCx2950	0	8	0.5235602094240838	0.591715976331361	0.36585365853658536	28.42105263157895
1418	M0x11MCx2957	1	2	0.4403292181069959	0.6331360946745562	0.34146341463414637	29.09375
1419	M0x11MCx3016	0	4	0.589041095890411	0.5088757396449705	0.4146341463414634	29.176470588235293
1420	M0x11MCx3054	0	5	0.5945945945945946	0.5207100591715976	0.0975609756097561	31.42105263157895
1421	M0x11MCx3093	1	4	0.5494505494505495	0.591715976331361	0.24390243902439024	35.75
1422	M0x11MCx3134	1	0	0.4534412955465587	0.6627218934911243	0.5609756097560976	38.45454545454545
1423	M0x11MCx3185	0	6	0.4931506849315068	0.6390532544378699	0.2682926829268293	44.0
1424	M0x11MCx3193	0	2	0.4472573839662447	0.6272189349112426	0.5609756097560976	31.065217391304348
1425	M0x11MCx3248	0	1	0.5125628140703518	0.6035502958579881	0.4634146341463415	28.048780487804876
1426	M0x12MCx1147	1	2	0.6390977443609023	0.5029585798816568	0.4634146341463415	23.736842105263158
1427	M0x12MCx1202	1	2	0.5526315789473685	0.4970414201183432	0.36585365853658536	22.9
1428	M0x12MCx1237	1	3	0.608433734939759	0.5976331360946746	0.5609756097560976	27.863636363636363
1429	M0x12MCx1242	0	4	0.5882352941176471	0.5325443786982249	0.1951219512195122	29.305555555555557
1430	M0x12MCx1282	1	7	0.5974025974025974	0.5443786982248521	0.3170731707317073	44.68181818181818
1431	M0x12MCx1347	1	3	0.6014492753623188	0.4911242603550296	0.5609756097560976	32.42424242424242
1432	M0x12MCx1353	1	2	0.6041666666666666	0.514792899408284	0.5121951219512195	40.166666666666664
1433	M0x12MCx1356	0	5	0.5347593582887701	0.591715976331361	0.4146341463414634	31.17948717948718
1434	M0x12MCx1392	1	6	0.5679012345679012	0.5443786982248521	0.4146341463414634	26.708333333333332
1435	M0x12MCx1446	1	0	0.6149068322981367	0.5857988165680473	0.5121951219512195	36.825
1436	M0x12MCx1480	0	5	0.39299610894941633	0.5976331360946746	0.2682926829268293	31.357142857142858
1437	M0x12MCx1495	1	1	0.5853658536585366	0.5680473372781065	0.5609756097560976	29.634146341463413
1438	M0x12MCx1502	2	7	0.6226415094339622	0.5857988165680473	0.5609756097560976	29.20689655172414
1439	M0x12MCx1519	1	1	0.5432098765432098	0.5207100591715976	0.4634146341463415	24.4
1440	M0x12MCx1639	1	2	0.6466165413533834	0.5088757396449705	0.4146341463414634	26.59375
1441	M0x12MCx1642	1	0	0.5124378109452736	0.6094674556213018	0.4634146341463415	30.979166666666668
1442	M0x12MCx1651	2	0	0.5867768595041323	0.42011834319526625	0.5609756097560976	36.46666666666667
1443	M0x12MCx1652	1	1	0.6232876712328768	0.5384615384615384	0.4146341463414634	31.53846153846154
1444	M0x12MCx1719	0	1	0.6078431372549019	0.5502958579881657	0.5609756097560976	31.114285714285714
1445	M0x12MCx1738	2	4	0.6090225563909775	0.47928994082840237	0.5365853658536586	32.65
1446	M0x12MCx1749	1	3	0.49767441860465117	0.6331360946745562	0.36585365853658536	26.822222222222223
1447	M0x12MCx1764	1	3	0.5023474178403756	0.6331360946745562	0.4634146341463415	41.815384615384616
1448	M0x12MCx1771	0	3	0.4053030303030303	0.6331360946745562	0.24390243902439024	53.23255813953488
1449	M0x12MCx1788	1	5	0.62	0.5502958579881657	0.4634146341463415	34.903225806451616
1450	M0x12MCx1862	1	4	0.56875	0.5384615384615384	0.5121951219512195	27.53191489361702
1451	M0x12MCx1869	0	2	0.6216216216216216	0.5443786982248521	0.6341463414634146	32.89473684210526
1452	M0x12MCx1886	1	0	0.6082474226804123	0.34911242603550297	0.4634146341463415	10.857142857142858
1453	M0x12MCx1893	1	1	0.5697674418604651	0.5798816568047337	0.14634146341463414	49.310344827586206
1454	M0x12MCx1895	0	5	0.5568181818181818	0.5798816568047337	0.36585365853658536	35.13513513513514
1455	M0x12MCx1903	1	3	0.6422764227642277	0.46745562130177515	0.5609756097560976	18.933333333333334
1456	M0x12MCx1922	2	3	0.6097560975609756	0.591715976331361	0.36585365853658536	44.958333333333336
1457	M0x12MCx1988	1	2	0.5460526315789473	0.4911242603550296	0.5121951219512195	19.358974358974358
1458	M0x12MCx2035	2	5	0.37540453074433655	0.6863905325443787	0.5121951219512195	46.23076923076923
1459	M0x12MCx2100	0	4	0.5657142857142857	0.5857988165680473	0.3170731707317073	43.6875
1460	M0x12MCx2109	1	1	0.6271186440677966	0.4378698224852071	0.5609756097560976	20.4375
1461	M0x12MCx2111	0	5	0.632258064516129	0.5798816568047337	0.5121951219512195	29.606060606060606
1462	M0x12MCx2136	0	1	0.625	0.4437869822485207	0.5609756097560976	25.3
1463	M0x12MCx2202	1	0	0.6724137931034483	0.23076923076923078	0.3170731707317073	9.666666666666666
1464	M0x12MCx2209	2	2	0.5473684210526316	0.6153846153846154	0.5121951219512195	32.8
1465	M0x12MCx2212	1	3	0.60625	0.5739644970414202	0.5609756097560976	40.90625
1466	M0x12MCx2285	1	3	0.43983402489626555	0.6272189349112426	0.5609756097560976	31.96078431372549
1467	M0x12MCx2287	2	2	0.6141732283464567	0.46153846153846156	0.5609756097560976	28.647058823529413
1468	M0x12MCx2291	2	8	0.6058394160583942	0.4911242603550296	0.5609756097560976	27.88
1469	M0x12MCx2317	2	6	0.4085603112840467	0.621301775147929	0.4634146341463415	49.166666666666664
1470	M0x12MCx2323	1	5	0.4307116104868914	0.6804733727810651	0.4146341463414634	41.114285714285714
1471	M0x12MCx2339	0	3	0.6171875	0.46745562130177515	0.5609756097560976	21.428571428571427
1472	M0x12MCx2347	0	0	0.6049382716049383	0.5798816568047337	0.4634146341463415	35.5
1473	M0x12MCx2380	1	0	0.6055045871559633	0.3905325443786982	0.0975609756097561	27.0
1474	M0x12MCx2447	0	8	0.6	0.5325443786982249	0.5609756097560976	29.894736842105264
1475	M0x12MCx2454	0	6	0.5987654320987654	0.5739644970414202	0.5121951219512195	34.825
1476	M0x12MCx2489	2	3	0.5857988165680473	0.5857988165680473	0.4146341463414634	31.071428571428573
1477	M0x12MCx2530	1	4	0.5409836065573771	0.5857988165680473	0.4634146341463415	17.952380952380953
1478	M0x12MCx2667	1	1	0.4163424124513619	0.6331360946745562	0.5609756097560976	35.388888888888886
1479	M0x12MCx2703	1	3	0.6346153846153846	0.3905325443786982	0.36585365853658536	17.333333333333332
1480	M0x12MCx2736	0	5	0.5098039215686274	0.6153846153846154	0.4634146341463415	29.510204081632654
1481	M0x12MCx2763	1	0	0.6446280991735537	0.46153846153846156	0.4146341463414634	23.035714285714285
1482	M0x12MCx2778	0	0	0.6444444444444445	0.514792899408284	0.4146341463414634	26.310344827586206
1483	M0x12MCx2849	0	4	0.4636363636363636	0.6035502958579881	0.21951219512195122	38.34090909090909
1484	M0x12MCx2987	1	1	0.593103448275862	0.5088757396449705	0.5121951219512195	30.68421052631579
1485	M0x12MCx2993	2	1	0.6666666666666666	0.378698224852071	0.5609756097560976	16.0
1486	M0x12MCx3006	2	1	0.6223776223776224	0.5266272189349113	0.4634146341463415	25.72093023255814
1487	M0x12MCx3026	0	2	0.5	0.5502958579881657	0.3170731707317073	26.0
1488	M0x12MCx3072	0	1	0.41064638783269963	0.6390532544378699	0.36585365853658536	34.21621621621622
1489	M0x12MCx3082	0	7	0.61875	0.5857988165680473	0.36585365853658536	33.46153846153846
1490	M0x12MCx3112	2	7	0.5909090909090909	0.6153846153846154	0.4634146341463415	34.1578947368421
1491	M0x12MCx3125	0	7	0.40808823529411764	0.6568047337278107	0.2682926829268293	48.45161290322581
1492	M0x12MCx3157	1	3	0.625	0.17751479289940827	0.4146341463414634	27.5
1493	M0x12MCx3272	2	2	0.6160714285714286	0.40828402366863903	0.0975609756097561	21.157894736842106
1494	M0x12MCx3275	0	10	0.6142857142857143	0.5088757396449705	0.3170731707317073	41.1578947368421
1495	M0x12MCx3309	2	5	0.4954954954954955	0.650887573964497	0.4146341463414634	36.768115942028984
1496	M0x12MCx3333	0	8	0.43902439024390244	0.6390532544378699	0.5609756097560976	31.326923076923077
1497	M0x12MCx3342	0	12	0.4411764705882353	0.621301775147929	0.17073170731707318	42.67857142857143
1498	M0x12MCx3344	3	6	0.4658119658119658	0.6449704142011834	0.4634146341463415	43.24074074074074
1499	M0x12MCx3380	0	1	0.6142857142857143	0.5088757396449705	0.5121951219512195	36.1764705882353
1500	M0x12MCx3392	1	0	0.49740932642487046	0.5680473372781065	0.0975609756097561	30.183673469387756
1501	M0x13MCx1149	0	3	0.5875	0.5562130177514792	0.4146341463414634	44.172413793103445
1502	M0x13MCx1175	1	0	0.6268656716417911	0.4970414201183432	0.4634146341463415	21.0
1503	M0x13MCx1179	1	1	0.5	0.1301775147928994	0.4146341463414634	2.5
1504	M0x13MCx1231	0	2	0.6538461538461539	0.5029585798816568	0.2926829268292683	27.941176470588236
1505	M0x13MCx1410	1	7	0.5138121546961326	0.5502958579881657	0.24390243902439024	22.310344827586206
1506	M0x13MCx1419	1	1	0.5555555555555556	0.621301775147929	0.2682926829268293	43.53846153846154
1507	M0x13MCx1567	3	0	0.5780346820809249	0.591715976331361	0.5121951219512195	35.46875
1508	M0x13MCx1608	0	8	0.3946360153256705	0.6094674556213018	0.0	39.30769230769231
1509	M0x13MCx1887	0	15	0.4666666666666667	0.621301775147929	0.36585365853658536	37.76923076923077
1510	M0x13MCx2054	2	4	0.538860103626943	0.6153846153846154	0.5609756097560976	34.592592592592595
1511	M0x13MCx2071	1	9	0.39855072463768115	0.650887573964497	0.04878048780487805	44.1025641025641
1512	M0x13MCx2129	0	3	0.518918918918919	0.5680473372781065	0.4146341463414634	28.235294117647058
1513	M0x13MCx2223	1	0	0.514018691588785	0.650887573964497	0.36585365853658536	34.525
1514	M0x13MCx2232	1	5	0.563953488372093	0.5739644970414202	0.5609756097560976	39.23913043478261
1515	M0x13MCx2240	0	0	0.43548387096774194	0.6390532544378699	0.21951219512195122	41.96551724137931
1516	M0x13MCx2252	0	2	0.6054421768707483	0.5266272189349113	0.5609756097560976	28.636363636363637
1517	M0x13MCx2273	1	2	0.5444444444444444	0.5798816568047337	0.4634146341463415	27.37142857142857
1518	M0x13MCx2331	1	6	0.5568181818181818	0.5798816568047337	0.4146341463414634	39.903225806451616
1519	M0x13MCx2401	0	3	0.5963855421686747	0.5857988165680473	0.4634146341463415	38.5
1520	M0x13MCx2620	0	4	0.6299212598425197	0.47337278106508873	0.5121951219512195	35.44444444444444
1521	M0x13MCx2621	1	0	0.6727272727272727	0.4378698224852071	0.36585365853658536	21.235294117647058
1522	M0x13MCx2660	0	2	0.6129032258064516	0.44970414201183434	0.4634146341463415	24.642857142857142
1523	M0x13MCx2743	1	0	0.5899280575539568	0.48520710059171596	0.5609756097560976	18.782608695652176
1524	M0x13MCx2992	2	6	0.6183206106870229	0.47928994082840237	0.1951219512195122	28.083333333333332
1525	M0x13MCx3080	0	7	0.5045871559633027	0.650887573964497	0.21951219512195122	40.69230769230769
1526	M0x13MCx3255	1	5	0.66	0.3905325443786982	0.5609756097560976	11.6
1527	M0x13MCx3274	0	1	0.6147540983606558	0.4437869822485207	0.5609756097560976	20.5
1528	M0x13MCx3311	1	1	0.5647058823529412	0.5680473372781065	0.4634146341463415	38.745098039215684
1529	M0x13MCx3356	1	1	0.5588235294117647	0.22485207100591717	0.04878048780487805	12.333333333333334
1530	M0x14MCx1190	0	0	0.6141732283464567	0.46153846153846156	0.36585365853658536	30.27777777777778
1531	M0x14MCx1209	1	0	0.5944055944055944	0.5029585798816568	0.5609756097560976	22.606060606060606
1532	M0x14MCx1338	0	0	0.5662650602409639	0.5562130177514792	0.3170731707317073	30.84
1533	M0x14MCx1399	1	0	0.66	0.3905325443786982	0.5121951219512195	12.9375
1534	M0x14MCx1407	2	0	0.6168831168831169	0.5621301775147929	0.4634146341463415	28.763157894736842
1535	M0x14MCx1409	2	2	0.6133333333333333	0.5443786982248521	0.5609756097560976	34.333333333333336
1536	M0x14MCx1485	1	2	0.6338028169014085	0.5325443786982249	0.5121951219512195	28.433333333333334
1537	M0x14MCx1583	2	3	0.6551724137931034	0.33727810650887574	0.14634146341463414	14.875
1538	M0x14MCx1747	0	4	0.5714285714285714	0.5443786982248521	0.24390243902439024	31.705882352941178
1539	M0x14MCx1768	1	0	0.5838509316770186	0.5562130177514792	0.5609756097560976	25.580645161290324
1540	M0x14MCx1775	1	1	0.6222222222222222	0.4970414201183432	0.5609756097560976	24.285714285714285
