	Sample	GMHI_good	GMHI_bad	Frac_of_core_functions_among_all	Frac_of_core_functions_found	Species_found_together	Contributions_per_species
1917	M0x30MCx2783	1	3	0.5023696682464455	0.6272189349112426	0.4634146341463415	31.75
1918	M0x30MCx2785	1	0	0.6541353383458647	0.514792899408284	0.36585365853658536	21.681818181818183
1919	M0x30MCx2788	1	2	0.5219512195121951	0.6331360946745562	0.5121951219512195	43.395833333333336
1920	M0x30MCx2792	1	0	0.49743589743589745	0.5739644970414202	0.5609756097560976	29.72
1921	M0x30MCx2811	1	1	0.5862068965517241	0.5029585798816568	0.5121951219512195	19.08
1922	M0x30MCx2819	1	3	0.526595744680851	0.5857988165680473	0.3902439024390244	27.307692307692307
1923	M0x30MCx2822	0	2	0.6052631578947368	0.5443786982248521	0.36585365853658536	33.166666666666664
1924	M0x30MCx2828	1	3	0.38405797101449274	0.6272189349112426	0.36585365853658536	37.36363636363637
1925	M0x30MCx2833	1	2	0.652542372881356	0.4556213017751479	0.4634146341463415	18.42105263157895
1926	M0x30MCx2836	1	4	0.6357142857142857	0.5266272189349113	0.3170731707317073	38.38461538461539
1927	M0x30MCx2871	2	3	0.4602510460251046	0.650887573964497	0.4634146341463415	44.94827586206897
1928	M0x30MCx2890	0	8	0.5388888888888889	0.5739644970414202	0.3170731707317073	40.75
1929	M0x30MCx2901	1	2	0.4649122807017544	0.6272189349112426	0.5609756097560976	28.62857142857143
1930	M0x30MCx2912	2	3	0.6160714285714286	0.40828402366863903	0.36585365853658536	23.142857142857142
1931	M0x30MCx2919	1	0	0.618421052631579	0.5562130177514792	0.4634146341463415	29.46153846153846
1932	M0x30MCx2933	0	6	0.6301369863013698	0.5443786982248521	0.5121951219512195	39.25
1933	M0x30MCx2948	1	2	0.38321167883211676	0.621301775147929	0.4634146341463415	40.52173913043478
1934	M0x30MCx2951	1	9	0.42748091603053434	0.6627218934911243	0.3170731707317073	42.81578947368421
1935	M0x30MCx2953	0	7	0.3797909407665505	0.6449704142011834	0.36585365853658536	36.8
1936	M0x30MCx2954	2	1	0.5730337078651685	0.6035502958579881	0.4146341463414634	24.9375
1937	M0x30MCx2956	0	1	0.6	0.5502958579881657	0.4634146341463415	27.612903225806452
1938	M0x30MCx2958	1	3	0.553763440860215	0.6094674556213018	0.1951219512195122	33.696969696969695
1939	M0x30MCx2974	0	2	0.5872093023255814	0.5976331360946746	0.04878048780487805	34.7906976744186
1940	M0x30MCx2977	1	1	0.3943089430894309	0.5739644970414202	0.4634146341463415	47.77777777777778
1941	M0x30MCx2983	1	1	0.5714285714285714	0.5680473372781065	0.5121951219512195	29.35483870967742
1942	M0x30MCx3017	1	1	0.5925925925925926	0.47337278106508873	0.4634146341463415	24.555555555555557
1943	M0x30MCx3018	1	0	0.6028368794326241	0.5029585798816568	0.2926829268292683	34.458333333333336
1944	M0x30MCx3021	1	4	0.5085714285714286	0.5266272189349113	0.24390243902439024	14.117647058823529
1945	M0x30MCx3025	0	5	0.6223776223776224	0.5266272189349113	0.4634146341463415	32.92857142857143
1946	M0x30MCx3030	1	1	0.5935483870967742	0.5443786982248521	0.4634146341463415	36.96296296296296
1947	M0x30MCx3059	1	3	0.4351464435146444	0.6153846153846154	0.36585365853658536	31.95
1948	M0x30MCx3066	2	0	0.6333333333333333	0.11242603550295859	0.3170731707317073	32.5
1949	M0x30MCx3070	1	9	0.6225165562913907	0.5562130177514792	0.4146341463414634	39.8
1950	M0x30MCx3087	1	0	0.5818181818181818	0.5680473372781065	0.34146341463414637	33.77358490566038
1951	M0x30MCx3091	2	2	0.6052631578947368	0.5443786982248521	0.4634146341463415	27.03448275862069
1952	M0x30MCx3100	0	0	0.3732394366197183	0.6272189349112426	0.14634146341463414	30.080645161290324
1953	M0x30MCx3114	1	1	0.6299212598425197	0.47337278106508873	0.4146341463414634	24.045454545454547
1954	M0x30MCx3120	0	8	0.6049382716049383	0.5798816568047337	0.4634146341463415	29.928571428571427
1955	M0x30MCx3152	1	1	0.6240601503759399	0.4911242603550296	0.5121951219512195	26.608695652173914
1956	M0x30MCx3154	1	2	0.5586206896551724	0.47928994082840237	0.3902439024390244	25.48
1957	M0x30MCx3160	1	0	0.6428571428571429	0.5325443786982249	0.5121951219512195	33.26086956521739
1958	M0x30MCx3161	1	0	0.5944055944055944	0.5029585798816568	0.5609756097560976	30.92
1959	M0x30MCx3164	1	9	0.3942652329749104	0.650887573964497	0.3170731707317073	52.214285714285715
1960	M0x30MCx3167	1	6	0.5944055944055944	0.5029585798816568	0.4146341463414634	36.80769230769231
1961	M0x30MCx3171	0	3	0.6274509803921569	0.5680473372781065	0.36585365853658536	34.48
1962	M0x30MCx3180	1	1	0.6241610738255033	0.5502958579881657	0.4634146341463415	33.4375
1963	M0x30MCx3187	1	2	0.6078431372549019	0.5502958579881657	0.24390243902439024	35.38709677419355
1964	M0x30MCx3190	0	8	0.59375	0.5621301775147929	0.21951219512195122	40.535714285714285
1965	M0x30MCx3191	1	2	0.625	0.4437869822485207	0.0975609756097561	29.0
1966	M0x30MCx3203	1	0	0.4189723320158103	0.6272189349112426	0.4146341463414634	41.13636363636363
1967	M0x30MCx3208	1	1	0.49038461538461536	0.30177514792899407	0.5609756097560976	15.0
1968	M0x30MCx3215	2	1	0.6038961038961039	0.5502958579881657	0.4634146341463415	33.724137931034484
1969	M0x30MCx3249	1	0	0.6099290780141844	0.5088757396449705	0.5121951219512195	15.761904761904763
1970	M0x30MCx3256	1	0	0.6050420168067226	0.4260355029585799	0.5121951219512195	10.363636363636363
1971	M0x30MCx3260	0	3	0.5915492957746479	0.4970414201183432	0.36585365853658536	21.25925925925926
1972	M0x30MCx3270	0	2	0.6267605633802817	0.5266272189349113	0.2682926829268293	30.53846153846154
1973	M0x30MCx3279	0	1	0.6	0.4437869822485207	0.24390243902439024	18.25
1974	M0x30MCx3305	0	9	0.5159574468085106	0.5739644970414202	0.17073170731707318	42.34285714285714
1975	M0x30MCx3314	1	1	0.6164383561643836	0.5325443786982249	0.3170731707317073	36.76470588235294
1976	M0x30MCx3340	1	0	0.6304347826086957	0.514792899408284	0.1951219512195122	30.2
1977	M0x30MCx3367	1	1	0.5611510791366906	0.46153846153846156	0.4634146341463415	20.454545454545453
